transaction_id,transaction_date,sender_account_id,receiver_account_id,transaction_type,amount,sender_balance_before,sender_balance_after,receiver_balance_before,receiver_balance_after,customer_age_group,customer_city,kyc_level,login_attempts,account_age_days,risk_score,is_fraud
FT00004374,2025-05-27 09:56:28,A0000241,A0008514,cash_out,1597.28,249496.48,247899.2,278733.72,280331,36-45,Indore,standard,1,870,28,0
FT00008325,2025-11-30 20:11:36,A0003976,A0006071,bill_payment,570.03,64275.48,63705.45,156265.5,156835.53,18-25,Mumbai,basic,1,135,10,0
FT00010474,2025-10-04 06:24:04,A0002156,A0009870,debit,560.11,153915.43,153355.32,85988.83,86548.94,60+,Bengaluru,basic,1,1136,20,0
FT00008078,2025-11-16 04:44:01,A0001904,A0006191,cash_out,3786.96,124559.91,120772.95,186551.92,190338.88,18-25,Indore,enhanced,5,466,38,0
FT00009533,2025-05-15 22:49:05,A0000353,A0005624,bill_payment,1935.67,4271.58,2335.91,292039.83,293975.5,60+,Hyderabad,enhanced,1,264,19,0
FT00014381,2025-10-23 17:20:45,A0001245,A0008362,transfer,55.27,145986.02,145930.75,231708.49,231763.76,26-35,Pune,standard,1,602,23,0
FT00000210,19/04/2025,A0001127,A0006911,bill_payment,3153.26,237474.89,234321.63,30930.33,34083.59,36-45,Delhi,enhanced,3,1514,22,0
FT00001256,2025-05-01 19:03:18,A0002499,A0005413,cash_in,737.01,215960.97,215223.96,265468.46,266205.47,36-45,Mumbai,standard,2,1302,10,0
FT00003066,2025-10-23 18:12:19,A0002950,A0005442,cash_out,580.78,168455.54,167874.76,45816.42,46397.2,18-25,,standard,1,489,24,0
FT00014010,2025-03-15 15:26:46,A0002992,A0008657,cash_out,2631.39,146517.76,143886.37,26458.31,29089.7,26-35,Kolkata,enhanced,2,96,29,0
FT00012052,2025-09-20 17:04:12,A0001128,A0007986,debit,225.09,228607.17,228382.08,288366.73,288591.82,60+,Indore,enhanced,1,1716,14,0
FT00004528,2025-01-05 02:19:40,A0002942,A0007459,cash_out,2336.79,75747.25,73410.46,122271.49,124608.28,36-45,Delhi,basic,1,1081,26,0
FT00011083,2025-06-29 13:30:23,A0000068,A0005146,debit,166.14,28718.34,28552.2,199698.56,199864.7,36-45,Kolkata,enhanced,1,648,9,0
FT00001357,2025-07-27 09:40:26,A0000041,A0008730,cash_out,791.93,244213.67,243421.74,166861.21,167653.14,46-60,Pune,enhanced,1,658,21,0
FT00011313,2025-10-22 12:15:32,,A0009767,transfer,1576.57,158220.77,156644.2,299012.9,300589.47,46-60, Kolkata ,basic,3,1120,28,0
FT00007622,2025-08-26 15:27:08,A0001438,A0007007,debit,482.77,98761.01,98278.24,181808.74,182291.51,60+,Bengaluru,enhanced,1,537,14,0
FT00011704,2025-06-11 20:22:36,A0004630,A0009052,transfer,286.75,239490.64,239203.89,200485.01,200771.76,36-45,Chennai,standard,3,633,24,0
FT00005122,2025-03-24 09:37:25,A0000237,A0006839,debit,321.1,138489.5,138168.4,79617.96,79939.06,26-35,Delhi,basic,,1055,13,0
FT00010741,2025-10-28 13:45:15,A0001117,A0009007,cash_out,444.82,171179.82,170735,291040.24,291485.06,46-60,Indore,basic,2,1602,21,0
FT00000891,2025-05-01 05:47:50,A0003140,A0008765,bill_payment,43.94,111137.24,111093.3,152294.02,152337.96,36-45,Chennai,enhanced,1,1316,16,0
FT00003755,2025-08-27 05:06:49,A0000340,A0007729,debit,396.89,166104.43,165707.54,190929.71,191326.6,36-45,Chennai,basic,1,434,9,0
FT00009383,2025-03-01 14:00:50,A0003800,A0006807,cash_in,213.58,195816.73,195603.15,166309.31,166522.89,46-60,Bengaluru,standard,2,829,6,0
FT00001116,2025-02-20 21:23:44,A0003082,A0009785,bill_payment,2820.16,8601.78,5781.62,255397.12,258217.28,18-25,Kolkata,basic,1,,10,0
FT00003209,2025-04-22 19:34:24,A0004586,A0008102,debit,7166.77,99737.68,92570.91,187762.16,194928.93,18-25,Pune,standard,1,429,20,0
FT00006384,2025-02-26 02:32:45,A0004696,A0007820,debit,3519.87,40080.78,36560.91,132182.75,135702.62,18-25,Mumbai,standard,1,583,15,0
FT00000365,2025-01-04 11:11:14,A0002933,A0009559,bill_payment,136.56,72662.29,72525.73,235872.16,236008.72,36-45,Kolkata,standard,3,1093,12,0
FT00012005,2025-12-15 01:31:47,A0004016,A0008623,bill_payment,5803.81,202350.43,196546.62,94359.83,100163.64,60+,Mumbai,standard,2,665,21,0
FT00010012,2025-12-04 10:37:31,A0000729,A0007854,debit,3856.18,6008.48,2152.3,129591.36,133447.54,36-45,Pune,enhanced,2,570,12,0
FT00014076,2025-11-22 03:07:54,A0003489,A0007369,cash_in,586.6,43067.16,42480.56,14541.44,15128.04,46-60,CHENNAI,standard,2,838,20,0
FT00000139,2025-02-06 22:15:19,A0000855,A0006833,debit,400.43,148718.13,148317.7,96694.87,97095.3,36-45,Chennai,enhanced,3,661,18,0
FT00009641,2025-04-26 18:54:07,A0003391,A0005895,debit,1838.26,155297.98,153459.72,110083.7,111921.96,36-45,Delhi,enhanced,2,1736,19,0
FT00004602,2025-07-07 15:36:14,A0002714,A0009617,transfer,424.99,148356.11,147931.12,132743.45,133168.44,46-60,Kolkata,standard,1,1640,24,0
FT00003222,2025-08-16 12:32:53,A0000565,A0007387,TRANSFER,3919.96,65050.85,61130.89,251257.72,255177.68,46-60,Bengaluru,standard,1,603,31,0
FT00002485,2025-11-30 06:46:42,A0004251,A0006637,cash_in,,94671.73,92792.17,226932.84,228812.4,26-35,Indore,enhanced,4,1130,31,0
FT00010381,2025-05-01 04:30:36,A0004659,A0009906,cash_out,259.34,74207.61,73948.27,66326.3,66585.64,26-35,Mumbai,standard,2,896,31,0
FT00008773,2025-04-30 10:17:56,A0003016,A0007617,debit,368.35,172771.05,172402.7,192862.16,193230.51,60+,Mumbai,standard,1,1831,8,0
FT00013193,2025-05-20 08:50:52,A0001873,A0006559,cash_out,94.39,28250.1,28155.71,234530.99,234625.38,36-45,Mumbai,enhanced,1,1164,32,0
FT00011034,2025-07-11 18:52:29,A0004830,A0007537,cash_in,7730.66,246189.55,238458.89,104617.85,112348.51,60+,Kolkata,enhanced,3,795,18,0
FT00008387,2025-03-14 22:22:26,A0000989,A0009987,cash_out,477.29,173134.35,172657.06,58630.78,59108.07,18-25,Chennai,standard,1,1103,16,0
FT00000614,2025-04-02 07:12:16,A0001130,A0005537,debit,4457.32,214566.53,210109.21,106528.6,110985.92,26-35,Bengaluru,standard,1,334,17,0
FT00013185,2025-07-28 00:18:07,A0000777,A0005150,bill_payment,849.96,162479.98,161630.02,30992.65,31842.61,36-45,Pune,enhanced,1,770,18,0
FT00011950,2025-05-19 11:30:38,A0000357,A0009768,transfer,187.04,245604.69,245417.65,142408.76,142595.8,60+,Bengaluru,enhanced,2,486,19,0
FT00005128,2025-11-01 11:53:22,A0000788,A0009115,bill_payment,1401.82,25856.32,24454.5,221713.64,223115.46,46-60,Indore,standard,1,353,21,0
FT00012690,2025-05-24 21:00:50,A0000485,A0006701,bill_payment,1533.35,47084.74,45551.39,286497.85,288031.2,46-60,Delhi,basic,1,140,17,0
FT00003887,2025-01-13 10:17:08,A0004467,A0006129,debit,96.09,153152.4,153056.31,134175.34,134271.43,46-60,Mumbai,enhanced,2,405,17,0
FT00002493,2025-09-22 11:53:36,,A0008558,cash_in,201.32,204990.68,204789.36,83319.12,83520.44,26-35,Chennai,basic,2,1535,20,0
FT00010357,2025-11-24 15:20:36,A0000320,A0008504,debit,2206.51,52697.35,50490.84,91315.99,93522.5,18-25,Pune,standard,3,900,8,0
FT00009036,2025-12-27 07:51:58,A0002527,A0008947,cash_out,583.57,232624.39,232040.82,70569.66,71153.23,46-60,Pune,enhanced,3,475,29,0
FT00004247,2025-07-12 17:43:36,A0004904,A0005719,transfer,297.34,244754.13,244456.79,2643.78,2941.12,18-25,Pune,standard,5,1692,41,0
FT00010678,2025-06-09 15:26:35,A0002464,A0007375,cash_in,571.33,201373.4,200802.07,139562.51,140133.84,36-45,Mumbai,enhanced,1,1397,19,0
FT00014375,2025-03-15 05:05:20,A0001120,A0005518,debit,1711.99,50473.28,48761.29,243206.04,244918.03,60+,Pune,basic,3,77,44,0
FT00010394,2025-08-25 23:55:56,A0001663,A0009429,cash_in,491.78,94134.77,93642.99,189126.86,189618.64,18-25,Bengaluru,enhanced,1,1392,12,0
FT00006815,2025-11-05 03:25:00,A0004713,A0009633,cash_in,1312.57,246317.86,245005.29,289016.98,290329.55,36-45,Hyderabad,standard,2,1343,14,0
FT00008405,2025-01-09 05:04:23,A0002698,A0008715,bill_payment,49.72,247158.2,247108.48,,70603.78,18-25,Indore,enhanced,2,1454,15,0
FT00009549,2025-12-28 20:15:47,A0000232,A0007212,cash_out,2301.55,204472.54,202170.99,269748.4,272049.95,46-60,Chennai,basic,2,674,31,0
FT00003248,2025-04-05 00:49:32,A0000866,A0009317,debit,1490.14,78786.71,77296.57,156662.24,158152.38,18-25,Bengaluru,basic,2,1166,18,0
FT00000644,2025-04-17 02:59:57,A0000874,A0006648,cash_out,689.56,168480.57,167791.01,170360.32,171049.88,60+,Kolkata,enhanced,1,1022,29,0
FT00007876,2025-05-26 15:36:42,A0002738,A0009283,debit,1515.95,101775.12,100259.17,237533.81,239049.76,26-35,Pune,basic,1,740,20,0
FT00000762,2025-04-03 10:04:35,A0003240,A0009278,debit,830.82,247657.1,246826.28,95352.73,96183.55,36-45,Mumbai,enhanced,2,778,14,0
FT00009224,2025-01-17 06:52:43,A0002913,A0007584,cash_in,355.75,203881.89,203526.14,186231.05,186586.8,60+,Pune,enhanced,2,423,9,0
FT00014078,2025-02-04 06:29:19,A0000249,A0006882,cash_out,140.46,117018.09,116877.63,62178.42,62318.88,46-60,Indore,enhanced,2,466,30,0
FT00002487,2025-02-12 21:47:09,A0003482,A0007234,bill_payment,630.29,241106.57,240476.28,106867.41,107497.7,46-60,Chennai,standard,4,419,38,0
FT00010369,2025-02-11 23:30:19,A0003215,A0009986,cash_out,31.39,121115.06,121083.67,131378.71,131410.1,18-25,Mumbai,STANDARD,4,844,41,0
FT00006967,2025-04-03 15:51:45,A0000846,A0005542,debit,759.16,36144.36,35385.2,121084.29,121843.45,60+,Delhi,basic,1,1068,20,0
FT00005255,2025-09-16 19:26:15,A0001619,A0005773,debit,112.62,137431.84,,97163.86,97276.48,26-35,Indore,enhanced,2,1144,19,0
FT00003753,2025-06-14 05:00:22,A0003421,A0005018,cash_out,737.3,27769.47,27032.17,29381.75,30119.05,60+,Hyderabad,enhanced,3,1301,27,0
FT00009207,2025-04-28 22:50:35,A0004915,A0008404,debit,611.55,70031.96,69420.41,74495.31,75106.86,26-35,Delhi,enhanced,1,,6,0
FT00004553,2025-07-19 07:12:56,A0004867,A0009512,cash_out,126.56,210943.14,210816.58,34277.2,34403.76,26-35,Pune,standard,2,494,24,0
FT00003485,2025-04-14 02:47:14,A0003598,A0009276,cash_in,1295.1,220625.73,219330.63,154188.81,155483.91,18-25,Bengaluru,basic,2,465,16,0
FT00005243,2025-06-29 06:55:56,A0001853,A0009581,debit,189.46,163246.03,163056.57,50064.98,50254.44,36-45,Delhi,standard,1,1283,9,0
FT00012112,2025-10-20 04:52:39,A0002242,A0007300,bill_payment,1098.51,241503.99,240405.48,289258.04,290356.55,26-35,Mumbai,standard,3,143,11,0
FT00003467,2025-06-17 23:30:29,A0004403,A0007533,transfer,864.77,12656.85,11792.08,19383.91,20248.68,46-60,Mumbai,basic,3,1542,28,0
FT00004378,2025-10-22 02:46:21,A0002313,A0005031,transfer,363.83,215587.65,215223.82,290965.08,291328.91,60+,Kolkata,enhanced,1,590,29,0
FT00011433,2025-12-21 07:18:27,A0004872,A0009637,transfer,686,28827.65,28141.65,47288.91,47974.91,26-35, Indore ,standard,2,553,24,0
FT00005973,2025-06-29 09:24:45,A0002389,A0008653,transfer,120.31,155046.74,154926.43,262158.49,262278.8,60+,Delhi,standard,1,1105,22,0
FT00009338,2025-08-08 01:02:03,A0000964,A0005230,cash_out,588.43,138517.2,137928.77,238728.61,239317.04,26-35,Chennai,standard,1,366,29,0
FT00010921,2025-01-26 11:15:28,A0002053,A0008267,transfer,1145.77,128835.58,127689.81,237899.44,239045.21,36-45,Indore,enhanced,1,405,26,0
FT00014274,2025-12-18 03:18:19,A0000858,A0007129,cash_out,1777.01,11196.32,9419.31,291494.65,293271.66,26-35,Indore,basic,1,1281,17,0
FT00004221,2025-11-22 03:15:57,A0003854,A0007328,cash_out,145.63,86307.21,86161.58,204153.37,204299,26-35,Delhi,enhanced,3,1591,24,0
FT00001069,2025-05-17 04:01:14,A0002991,A0009404,transfer,33.89,93298.9,93265.01,296693.36,296727.25,26-35,Chennai,enhanced,3,609,30,1
FT00013400,2025-05-14 07:01:41,A0002329,A0007545,cash_out,2462.03,221880.15,219418.12,299020.35,301482.38,60+,Mumbai,enhanced,2,76,50,0
FT00013055,2025-05-24 00:20:12,A0002940,A0007988,debit,1390.44,121484.12,120093.68,298407.75,299798.19,26-35,Indore,standard,2,1340,16,0
FT00001137,2025-04-08 09:44:39,A0000594,A0005896,cash_out,57.38,192319.62,192262.24,140093.13,140150.51,60+,Kolkata,standard,2,1567,17,0
FT00003566,2025-06-30 19:00:25,A0001069,A0008285,cash_out,1235.9,162837.27,161601.37,94537.35,95773.25,18-25,Kolkata,standard,2,1154,17,0
FT00009442,2025-02-22 06:50:48,A0002985,A0009122,cash_out,95.98,114498.78,114402.8,149196.84,149292.82,46-60,Chennai,basic,,1320,22,0
FT00010349,2025-02-01 06:55:09,A0003700,A0005592,transfer,492.01,237344.51,236852.5,267928.96,268420.97,36-45,Hyderabad,standard,2,775,32,0
FT00010995,2025-07-28 10:32:34,A0004160,A0005359,cash_out,125.69,231132.22,231006.53,251357.25,251482.94,36-45,Kolkata,enhanced,2,956,19,0
FT00008093,2025-05-25 21:59:56,A0002488,A0005530,transfer,652.12,219152.35,218500.23,185220.7,185872.82,18-25,Mumbai,standard,2,1349,24,0
FT00006812,2025-07-17 05:34:57,A0002824,A0007979,cash_in,95.8,217667.57,217571.77,258378.67,258474.47,60+,Chennai,standard,2,978,12,0
FT00006766,2025-11-17 02:42:52,A0003873,A0008194,cash_in,1004.02,233732.35,232728.33,210546.89,211550.91,26-35,Pune,standard,1,1203,18,0
FT00008104,2025-07-06 14:10:50,A0002117,A0007759,bill_payment,288.6,41825.1,41536.5,131739.72,132028.32,60+,Pune,enhanced,1,1639,15,0
FT00002849,2025-10-24 18:46:01,A0003382,A0007806,debit,380.27,232961.3,232581.03,287681.41,288061.68,46-60,Delhi,enhanced,3,1428,15,0
FT00000959,2025-03-23 12:40:31,A0000301,A0009295,cash_in,285.86,14341.66,14055.8,51102.75,51388.61,18-25,Mumbai,standard,1,1170,10,0
FT00005952,2025-05-13 20:35:00,A0004938,A0009352,cash_out,165.59,150919.09,150753.5,32810.43,32976.02,60+,Delhi,enhanced,2,1495,31,0
FT00008280,2025-05-09 15:39:14,A0000209,A0008629,bill_payment,35.13,87005.61,86970.48,116306.64,116341.77,60+,Mumbai,enhanced,1,1655,19,0
FT00003031,2025-04-06 22:13:53,A0000211,A0006152,bill_payment,75.41,193398.57,193323.16,46341.8,46417.21,36-45,Delhi,standard,1,265,6,0
FT00006161,2025-07-20 17:23:21,A0002425,A0005827,debit,231.66,25537.31,25305.65,241390.35,241622.01,26-35,Delhi,basic,3,1204,18,0
FT00009323,2025-01-30 19:29:38,A0003136,A0009957,transfer,269.33,209950.14,209680.81,20998.59,21267.92,26-35,Hyderabad,basic,1,642,23,0
FT00009923,2025-11-26 10:22:31,A0002188,A0009874,cash_out,2040.43,37748.7,35708.27,134243.15,136283.58,18-25,Delhi,standard,1,1151,25,0
FT00004018,2025-04-25 19:20:22,A0003100,A0005127,bill_payment,1847.6,120052.99,118205.39,156219.6,158067.2,46-60,Mumbai,basic,3,1328,12,0
FT00010406,2025-11-12 05:24:02,A0002945,A0008025,debit,206.23,186679.08,186472.85,45319.47,45525.7,46-60,Bengaluru,enhanced,1,978,15,0
FT00005370,2025-05-14 08:00:41,A0003086,A0009695,transfer,70.89,246019.77,245948.88,132507.89,132578.78,18-25,Mumbai,enhanced,3,443,24,0
FT00009899,2025-06-21 22:03:45,A0003469,A0006735,cash_out,781,35396.63,34615.63,172125.11,172906.11,36-45,Bengaluru,enhanced,3,529,29,0
FT00009495,2025-07-08 09:16:22,A0003652,A0008231,transfer,3171.03,,68987.49,251746.52,254917.55,60+,Chennai,standard,2,172,32,0
FT00003104,2025-08-30 19:34:44,A0001863,A0007859,cash_out,373.62,64494.56,64120.94,264172.12,264545.74,60+,Mumbai,enhanced,1,1610,22,0
FT00000935,2025-10-16 02:50:55,A0001219,A0008028,cash_in,515.72,243709.36,243193.64,234378.14,234893.86,36-45,Indore,enhanced,2,606,6,0
FT00005316,2025-11-22 02:37:11,A0000860,A0007523,transfer,1607.54,55007.84,53400.3,225144.79,226752.33,26-35,Delhi,basic,1,1758,27,0
FT00008430,2025-07-23 23:50:46,A0001888,A0006681,transfer,419.99,189813.45,189393.46,250429.83,250849.82,36-45,Pune,enhanced,2,1242,33,0
FT00008816,2025-09-08 06:15:11,A0001671,A0006719,bill_payment,525.85,8736.36,8210.51,189026.77,189552.62,36-45,Delhi,enhanced,1,1784,21,0
FT00002273,2025-06-04 14:20:17,A0002401,A0008723,cash_in,3256.24,76043.58,72787.34,194396.33,197652.57,46-60,Pune,enhanced,1,661,17,0
FT00001421,2025-01-21 09:30:48,A0002285,A0006388,debit,644.63,142498.92,141854.29,94551.1,95195.73,26-35,Bengaluru,standard,1,658,10,0
FT00007609,2025-05-02 16:29:06,A0001233,A0008341,bill_payment,720.35,236304.61,235584.26,235248.3,235968.65,26-35,Hyderabad,enhanced,1,1275,13,0
FT00012973,2025-01-30 21:56:52,A0001334,A0005348,debit,1599.01,156406.67,154807.66,42868.05,44467.06,36-45,Chennai,standard,1,688,19,0
FT00002655,2025-02-23 02:03:53,A0004334,A0009420,bill_payment,2381.88,58410.74,56028.86,291380.02,293761.9,26-35,Delhi,enhanced,1,506,13,0
FT00003874,19/09/2025,A0004084,A0007502,transfer,189.25,93874.58,93685.33,163840.42,164029.67,36-45,Delhi,basic,4,793,40,0
FT00014736,2025-10-18 13:19:15,A0002425,A0009661,cash_out,496.7,149769.91,149273.21,67335.31,67832.01,36-45,Bengaluru,basic,3,1603,20,0
FT00006337,2025-05-23 04:29:20,A0004091,A0005092,transfer,3678.96,241062.53,237383.57,230042.47,233721.43,36-45,Pune,standard,1,1770,19,0
FT00004863,2025-12-21 23:11:53,A0004621,A0005955,cash_out,291.85,42325.43,42033.58,13037.98,13329.83,18-25,Delhi,enhanced,2,1358,29,0
FT00013517,2025-03-24 22:11:05,A0003776,A0009912,cash_in,43.97,77979.65,77935.68,240405.31,240449.28,,Hyderabad,standard,3,1627,10,0
FT00009911,2025-09-08 02:14:23,A0004817,A0009683,cash_out,138.03,46835.15,46697.12,93191.34,93329.37,26-35,Kolkata,basic,1,1092,20,0
FT00003990,2025-06-23 06:48:31,A0002740,A0007065,transfer,574.88,45311.32,44736.44,272128.67,272703.55,26-35,Hyderabad,basic,1,1749,22,0
FT00003124,2025-09-09 22:40:34,A0003943,A0008374,cash_in,875.28,169436.07,168560.79,240666.5,241541.78,36-45,Mumbai,enhanced,1,1826,9,0
FT00003683,2025-05-10 04:26:18,A0002803,A0005038,bill_payment,1572.69,15368.73,13796.04,194363.1,195935.79,60+,Chennai,enhanced,2,817,16,0
FT00012099,2025-06-26 00:08:15,,A0007270,transfer,319.79,72242.59,71922.8,120696.65,121016.44,46-60,Indore,basic,3,1838,28,0
FT00000355,2025-12-30 06:44:22,A0003558,A0007629,transfer,122.9,196778.79,196655.89,251756.4,251879.3,60+,Indore,enhanced,2,1017,30,0
FT00004552,2025-06-12 03:15:22,A0002663,A0009518,cash_out,1388.2,21952.46,20564.26,35479.09,36867.29,46-60,Mumbai,standard,1,1709,16,0
FT00006227,2025-03-29 11:36:47,A0000845,,transfer,613.32,20621.45,20008.13,106320.14,106933.46,60+,Delhi,standard,1,336,19,0
FT00008876,2025-10-08 01:50:08,A0003977,A0005058,debit,590.14,161259.97,160669.83,15843.12,16433.26,26-35,Indore,standard,3,1486,6,0
FT00000808,2025-12-01 07:14:46,A0003103,A0006122,debit,1914.07,127739.75,125825.68,57498.78,59412.85,36-45,Mumbai,basic,1,1215,18,0
FT00012004,2025-11-08 21:26:28,A0004851,A0008257,cash_in,60.04,100268.46,100208.42,279048.53,279108.57,36-45,Mumbai,standard,2,311,21,0
FT00002897,2025-09-05 10:37:47,A0001535,A0009685,bill_payment,64.44,86625.48,86561.04,95966.44,96030.88,46-60,Chennai,enhanced,3,912,19,0
FT00011843,2025-07-14 16:01:02,A0001820,A0006254,bill_payment,746.48,232804.5,232058.02,228952.57,229699.05,36-45,Chennai,enhanced,1,346,10,0
FT00004025,2025-01-09 12:41:26,A0001423,A0008262,cash_out,264.55,,2445.16,99093.33,99357.88,18-25,Mumbai,standard,2,565,17,0
FT00012127,2025-04-28 19:10:19,A0003727,A0006197,cash_in,885.84,69457.23,68571.39,115841.28,116727.12,18-25,Hyderabad,enhanced,2,556,14,0
FT00005286,2025-11-07 19:26:31,A0000788,A0006605,cash_out,880.26,190785.98,189905.72,153016.13,153896.39,60+,Hyderabad,enhanced,3,257,31,0
FT00005552,2025-10-25 05:33:48,A0002806,A0005023,debit,197.58,137844.09,137646.51,148075.41,148272.99,46-60,Delhi,standard,3,127,21,0
FT00012508,2025-12-11 04:56:22,A0004674,A0005803,transfer,158.52,203218.72,203060.2,102911.77,103070.29,36-45,Chennai,enhanced,2,1466,24,0
FT00011362,2025-10-10 23:14:08,A0001624,A0008543,cash_out,1722.62,165343.03,163620.41,,88480.84,36-45,Chennai,standard,1,1591,19,0
FT00005983,2025-07-04 09:42:18,A0001415,A0008172,cash_out,1968.67,240817.19,238848.52,174380.25,176348.92,46-60,Hyderabad,enhanced,1,1529,20,0
FT00011142,2025-06-22 07:24:18,A0003044,A0006286,debit,330.05,214144.34,213814.29,52412.06,52742.11,18-25,Chennai,standard,4,1203,36,0
FT00008783,2025-05-05 10:07:55,A0001551,A0005404,bill_payment,915.61,56229.82,55314.21,235531.1,236446.71,60+,Pune,standard,1,1395,16,0
FT00007307,2025-09-20 15:04:51,A0002330,A0006655,bill_payment,287,114759.78,114549.7,130133.55,130343.63,36-45,Delhi,standard,3,1453,8,1
FT00006968,2025-05-10 07:53:18,A0003687,A0007876,bill_payment,3212.99,77686.44,74473.45,264557.17,267770.16,46-60,Pune,standard,2,1256,13,0
FT00005850,2025-01-09 12:20:07,A0001223,A0007936,cash_in,1280.74,48625.94,47345.2,87204.77,88485.51,36-45,Chennai,basic,1,154,10,0
FT00014182,2025-08-21 01:57:32,A0001838,A0008241,cash_out,1523.7,28617.52,27093.82,185714.53,187238.23,26-35,Kolkata,basic,1,1621,28,0
FT00014753,2025-07-09 01:32:59,A0004689,A0006446,cash_in,645.46,131542.43,130896.97,109888.17,110533.63,36-45,Delhi,basic,1,1764,21,0
FT00008841,2025-03-22 13:41:00,A0004899,A0008310,cash_in,487.02,118329.61,117842.59,286120.53,286607.55,26-35,Pune,basic,4,441,32,0
FT00001891,2025-09-13 06:53:06,A0002508,A0007017,transfer,347.65,130286.87,129939.22,159180.43,159528.08,60+,Mumbai,enhanced,1,190,26,0
FT00014900,2025-06-03 06:11:40,A0003236,A0009961,cash_out,377.5,186490.15,186112.65,254742.32,255119.82,36-45,Chennai,enhanced,1,167,18,0
FT00013187,2025-10-10 00:13:59,A0000468,A0007358,bill_payment,322.8,36554.79,36231.99,142921.88,143244.68,46-60,Delhi,enhanced,3,1570,11,0
FT00009788,2025-03-21 11:49:12,A0001257,A0006528,bill_payment,2136.51,102657.38,100520.87,71037.89,73174.4,18-25,Kolkata,basic,4,1585,27,0
FT00001489,2025-12-13 20:43:32,A0000336,A0008547,debit,77.27,74577.1,74499.83,161998.45,162075.72,18-25,Hyderabad,enhanced,3,658,10,0
FT00001736,2025-12-27 07:45:28,A0000272,A0005746,debit,200.47,53825.3,53624.83,220423.62,220624.09,60+,Kolkata,standard,3,1228,14,0
FT00011671,2025-02-05 17:17:23,A0002185,A0005836,bill_payment,518.44,139347.17,138828.73,249078.61,249597.05,26-35,Mumbai,basic,1,885,10,0
FT00011257,2025-02-17 04:29:29,A0000865,A0008694,cash_out,1747.28,19013.66,17266.38,150098.77,151846.05,36-45,Chennai,basic,2,1743,31,0
FT00009488,2025-10-22 18:51:01,A0004012,A0008773,transfer,2930.31,87879.37,84949.06,162539.13,165469.44,46-60,Bengaluru,basic,4,1275,40,0
FT00010269,2025-12-23 05:19:20,A0003450,A0009808,cash_in,80.52,30597.44,30516.92,290649.15,290729.67,60+,Kolkata,enhanced,2,475,22,0
FT00012182,2025-11-24 02:59:57,A0002039,A0006970,cash_out,1838.79,32529.46,30690.67,233965.06,235803.85,60+,Bengaluru,enhanced,2,1746,18,0
FT00013399,2025-04-07 01:34:19,A0000018,A0006426,cash_in,391.72,23031.98,22640.26,108015.64,108407.36,46-60,Bengaluru,standard,2,467,11,0
FT00013292,2025-06-02 22:09:20,A0004460,A0007941,debit,826.56,106041.91,105215.35,172353.02,173179.58,46-60,Kolkata,enhanced,1,335,7,0
FT00010151,2025-01-06 03:16:00,A0000874,A0007083,transfer,618.07,51719.76,51101.69,118630.52,119248.59,46-60,Mumbai,basic,1,561,23,0
FT00010575,2025-12-30 05:29:23,A0004242,A0007703,bill_payment,103.87,,91618.69,200552.31,200656.18,18-25,Hyderabad,standard,1,1314,11,0
FT00004980,2025-10-31 13:37:07,A0000622,A0006275,debit,98.55,171359.32,171260.77,174716.48,174815.03,60+,Hyderabad,standard,3,917,8,0
FT00000433,2025-11-26 03:58:23,A0003989,A0009888,debit,148.62,62068.25,61919.63,88730.23,88878.85,46-60,Pune,enhanced,1,1489,20,1
FT00013167,2025-09-30 07:14:03,A0003662,A0006945,bill_payment,482.99,165378.91,164895.92,223821,224303.99,36-45,Indore,basic,3,850,16,0
FT00011503,25/01/2025,A0004789,A0006510,transfer,1275.92,174432.54,173156.62,98197.28,99473.2,26-35,Mumbai,enhanced,2,102,24,0
FT00007886,2025-05-31 00:08:51,A0001115,A0009227,debit,274.91,28839.2,28564.29,50531.88,50806.79,46-60,Delhi,standard,4,786,28,0
FT00012250,2025-10-16 16:31:30,A0000517,A0007744,cash_in,347.23,45088.58,44741.35,186002.52,186349.75,36-45,Mumbai,standard,2,875,22,0
FT00009820,2025-06-18 13:56:48,A0001244,A0007999,cash_in,1281.55,249147.96,247866.41,167995.34,169276.89,46-60,Mumbai,standard,2,635,17,0
FT00001255,2025-03-25 08:26:50,A0002056,A0008295,debit,38.08,31612.53,31574.45,15117.9,15155.98,36-45,Pune,standard,3,677,21,0
FT00002481,2025-07-05 11:19:41,A0003591,A0005131,cash_in,1383.47,104664.83,103281.36,253429.68,254813.15,18-25,Hyderabad,enhanced,1,1334,8,0
FT00008179,2025-02-11 04:22:48,A0004257,A0008197,bill_payment,273.64,8566.21,8292.57,3124.41,3398.05,46-60,Mumbai,enhanced,2,927,12,0
FT00007227,2025-08-11 19:28:57,A0000721,A0005989,debit,347.15,14245.28,13898.13,115730.33,116077.48,26-35,Pune,basic,1,690,14,0
FT00014209,17/05/2025,A0003004,A0005119,cash_out,294.9,94641.35,94346.45,103818.53,104113.43,36-45,Mumbai,standard,1,652,27,0
FT00009369,2025-09-29 05:50:22,A0002700,A0006847,bill_payment,1443.57,102040.63,100597.06,148924.14,150367.71,26-35,Delhi,basic,3,1551,14,0
FT00003367,2025-04-28 22:58:21,A0000225,A0005370,cash_out,71.65,148973.4,148901.75,294454.31,294525.96,36-45,Kolkata,basic,3,1053,19,0
