transaction_id,transaction_date,customer_id,transaction_type,amount,customer_balance,location,device_type,transaction_hour,distance_from_home_km,transactions_last_1h,new_device,new_location,risk_score,is_fraud
SF00004635,2025-11-18 01:51:36,SC003482,deposit,905.01,128769.81,Chennai,mac,19,4.3,0,0,0,13,0
SF00010660,2025-08-20 00:04:30,SC003304,bill_payment,161.65,167565.53,Kolkata,android,20,3.7,2,0,0,7,0
SF00014485,2025-05-17 00:11:17,SC001338,withdrawal,50.13,338623.26,Kolkata,mac,11,15.4,5,0,1,43,0
SF00007344,2025-06-29 11:14:52,SC004377,bill_payment,406.64,276631.08,Bengaluru,WINDOWS,22,13.2,4,0,0,17,0
SF00006978,2025-05-23 20:24:30,SC001548,transfer,306.19,193791.7,Indore,android,10,3.4,4,0,0,10,0
SF00004438,2025-11-29 21:40:13,SC002793,purchase,155.23,201391.07,Indore,android,6,14.1,4,0,0,7,0
SF00005207,2025-11-12 21:51:35,SC003699,transfer,236.44,22169.44,Delhi,,21,4.4,5,0,0,32,1
SF00000475,2025-03-08 05:51:02,SC003186,withdrawal,28.49,35210.17,Delhi,other,18,4.3,0,0,0,10,0
SF00002162,2025-03-12 01:52:17,SC005003,deposit,1413.08,276339.88,Bengaluru,android,0,11.2,5,0,0,46,0
SF00014639,2025-12-26 11:18:47,SC003603,withdrawal,18.27,120320.08,Chennai,other,23,15.4,2,0,0,8,0
SF00013924,2025-07-04 20:28:08,SC004719,bill_payment,273.28,105458.22,Kolkata,windows,6,0.9,4,0,0,16,0
SF00010177,2025-09-03 02:02:02,SC005992,deposit,207.65,196036.9,Hyderabad,other,18,2.5,1,0,0,6,0
SF00006555,2025-07-06 11:40:26,SC005730,deposit,576.47,69859.08,Indore,ios,14,13,1,0,0,14,0
SF00004430,2025-02-06 02:50:36,SC005233,purchase,185.14,233025.55,Chennai,android,10,46.9,6,0,0,32,0
SF00003935,2025-12-03 03:48:46,SC000913,deposit,154.04,143570.84,Bengaluru,mac,21,64.9,3,0,0,10,0
SF00003968,2025-04-08 17:39:18,SC005023,deposit,681.48,315311.31,Delhi,windows,7,3.1,0,0,0,14,0
SF00006789,2025-03-26 22:09:56,SC005611,withdrawal,625.72,312439.56,Chennai,android,23,21.2,6,0,0,36,0
SF00011500,2025-10-14 19:25:42,SC002577,purchase,203.18,248697.74,Bengaluru,android,12,6.4,5,0,0,31,0
SF00006532,2025-03-07 21:22:04,SC000857,purchase,497.52,192066.38,Chennai,mac,9,5.3,2,0,1,25,0
SF00000648,2025-09-20 05:13:12,SC003854,purchase,201.13,298560.69,Kolkata,mac,15,2.6,2,0,1,22,0
SF00015837,2025-06-05 06:24:51,SC005702,transfer,495.44,254535.39,Indore,other,3,7.7,6,0,0,52,0
SF00008160,2025-03-18 01:50:17,SC000188,transfer,85.84,222369.06,Chennai,ios,16,12,6,0,0,34,0
SF00019387,2025-04-16 13:21:58,SC003114,transfer,76.89,236671.69,Indore,other,13,3.5,5,0,0,24,0
SF00007462,2025-06-15 01:34:28,SC005005,withdrawal,362.61,342778.92,Delhi,windows,1,8.3,0,0,0,29,0
SF00018714,2025-01-25 21:04:23,SC001154,bill_payment,64.97,88141.61,Chennai,mac,19,3.8,5,0,0,24,0
SF00006728,,SC000025,transfer,602.6,20267.85,Chennai,mac,16,4.1,2,0,1,21,0
SF00002020,2025-10-19 11:32:58,SC000710,transfer,161.35,250961.38,Chennai,android,4,35.8,2,1,0,45,0
SF00010647,2025-04-26 11:23:27,SC004113,bill_payment,275.16,49061.66,Kolkata,ios,14,3.4,2,0,0,9,0
SF00005885,2025-08-05 08:28:44,SC004135,withdrawal,192.5,328256.08,Chennai,other,16,7.1,3,0,0,6,0
SF00001807,2025-03-17 20:03:42,SC000870,purchase,792.63,125377.9,Hyderabad,other,17,19,3,0,0,18,0
SF00006518,2025-10-05 05:49:29,SC005294,bill_payment,801.3,300516.55,Pune,android,8,3.9,6,0,0,28,0
SF00019122,2025-06-05 08:44:32,SC002998,bill_payment,1133.66,228390.93,Pune,ios,23,10.9,6,0,0,38,1
SF00012219,2025-09-02 19:53:25,SC003399,deposit,161.44,118454.03,Mumbai,mac,17,6.6,4,0,0,17,0
SF00012658,2025-03-04 09:15:59,SC004354,purchase,222.17,277670.01,Delhi,mac,18,12.9,6,1,0,43,0
SF00008935,2025-10-09 02:17:33,SC005969,TRANSFER,716.72,36447.83,Delhi,mac,3,12.7,3,0,0,31,0
SF00002446,2025-12-25 16:55:33,SC004195,transfer,488.47,150375.54,Indore,ios,8,5,0,0,0,12,0
SF00018292,2025-04-16 07:50:49,SC000525,purchase,279.89,197055.63,Pune,other,2,80.8,6,0,0,38,1
SF00010050,2025-10-19 13:58:55,SC003877,deposit,46.18,324864.12,Bengaluru,ios,10,19.4,6,0,0,31,0
SF00012708,2025-03-29 04:39:29,SC004675,deposit,84.91,97606.65,Pune,mac,20,11.7,3,0,0,13,0
SF00009929,14/07/2025,SC005816, purchase ,644.23,166179.83,Kolkata,other,22,29.2,,0,0,16,0
SF00011855,2025-10-09 01:08:54,SC005662,withdrawal,306.91,321193.21,Delhi,windows,9,14.1,6,1,0,42,0
SF00006793,2025-08-21 07:23:05,SC005057,withdrawal,345.31,344328.69,Hyderabad,other,11,12.3,4,0,0,11,0
SF00016661,2025-12-15 05:40:56,SC001356,withdrawal,472.97,8553.12,Indore,android,14,1.6,2,0,0,19,0
SF00002763,2025-02-12 18:27:39,SC003597,withdrawal,749.2,302856.63,Bengaluru,other,21,3.1,6,0,0,25,0
SF00001971,2025-10-31 10:38:29,SC002521,transfer,277.75,322919.56,Bengaluru,ios,20,6.4,2,0,1,26,0
SF00004032,2025-10-03 20:37:36,SC004509,transfer,536.14,17278.54,Delhi,windows,7,5,0,0,0,6,0
SF00015033,2025-12-04 04:22:23,SC005699,purchase,81.71,110532.84,Chennai,ios,0,20,6,0,0,43,0
SF00003704,2025-07-04 14:02:17,SC005395,transfer,126.43,265097.12,Delhi,other,17,22.7,3,0,0,7,0
SF00006876,2025-01-19 15:56:32,SC004765,withdrawal,172.33,145433.5,Chennai, windows ,12,2.6,2,0,0,10,0
SF00010952,2025-03-27 19:24:09,SC001782,bill_payment,28.2,315571.17,Indore,windows,13,6.3,5,0,0,26,0
SF00006873,2025-09-30 03:48:35,SC005040,deposit,1762.52,207943.99,Delhi,ios,0,3.1,4,0,0,35,0
SF00019415,2025-02-16 09:39:45,SC005896,purchase,984.09,136907.55,Mumbai,other,23,0.9,6,0,1,50,0
SF00013918,2025-11-24 23:55:21,SC000518,deposit,611.03,245249.98,Pune,other,9,5.7,0,1,0,20,0
SF00000591,2025-12-10 02:06:58,SC002936,bill_payment,225.22,135764.4,Hyderabad,android,17,10.8,6,0,0,33,0
SF00002403,2025-08-16 19:23:54,SC001772,bill_payment,121.38,121697.73,Pune,mac,5,10.2,0,0,0,17,1
SF00010341,2025-04-19 17:44:28,SC000894,transfer,70.99,2707.79,Kolkata,ios,9,7.4,0,0,1,34,0
SF00010766,2025-05-19 06:19:51,SC002009,purchase,264.11,317617.19,Pune,mac,7,21.8,3,0,0,6,0
SF00019318,2025-04-18 19:24:13,SC004654,BILL_PAYMENT,143.32,73222.29,Chennai,ios,1,26.6,2,0,0,32,0
SF00006846,2025-01-04 18:26:13,SC003278,withdrawal,1229.55,289476.42,Indore,ios,6,14.8,5,0,1,43,0
SF00015781,2025-10-01 20:28:42,SC004947,deposit,395.4,260943.09,Hyderabad,ios,17,106.2,6,1,1,86,0
SF00007465,2025-10-04 17:41:30,SC005313,withdrawal,507.02,91902.22,Pune,windows,23,3.3,4,0,0,9,0
SF00013000,2025-11-03 10:20:42,SC000821,withdrawal,99.08,5670.89,Chennai,ios,19,17.6,0,0,0,7,0
SF00013775,2025-05-27 11:36:56,SC002909,transfer,578.52,172518.08,Delhi,ios,17,2.2,2,0,0,9,0
SF00001444,2025-05-30 00:27:07,SC002384,transfer,451.33,263630.48,Delhi,other,14,9.3,3,1,1,44,0
SF00016493,2025-12-04 09:41:01,SC005469,withdrawal,127.67,78533.06,Pune,ios,19,3.4,1,0,0,17,0
SF00007495,,SC000734,withdrawal,1669.44,44624.71,Chennai,mac,11,6,4,0,0,12,0
SF00004440,2025-02-11 06:48:58,SC003126,deposit,100.62,234988.91,Mumbai,other,6,24.4,5,0,0,24,0
SF00014703,2025-06-22 01:41:07,SC002688,purchase,466.16,113791.98,Pune,windows,14,17.9,3,0,0,14,0
SF00003684,2025-06-24 13:18:15,SC001050,withdrawal,56.92,28690.1,Mumbai,windows,12,16.7,2,0,0,7,0
SF00015518,2025-02-02 13:05:44,SC001358,bill_payment,362.75,61705.14,Hyderabad,ios,7,15.2,5,0,0,26,0
SF00014062,2025-06-30 09:11:29,SC002245,deposit,185.55,5604.66,Chennai,other,7,6.6,5,0,0,24,0
SF00009586,2025-10-06 15:58:26,SC002938,deposit,216.35,57730.4,Hyderabad,windows,5,10.2,5,0,0,37,1
SF00007403,2025-06-22 04:12:32,SC002131,withdrawal,24.78,228392.69,Kolkata,android,0,6.8,6,0,0,44,0
SF00016952,2025-06-15 17:09:05,SC000408,purchase,70.01,248234.83,Kolkata,android,3,0.4,1,0,1,47,0
SF00019021,2025-03-10 08:21:04,SC002749,transfer,20.91,27807.22,Bengaluru,windows,23,21.4,2,0,1,27,0
SF00015632,2025-08-24 17:51:13,SC005993,withdrawal,153.77,171645.83,Indore,other,23,8.6,5,0,0,25,0
SF00014988,2025-05-13 16:48:30,SC002624,purchase,132.74,105943.68,Hyderabad,ios,10,38.3,4,0,0,9,0
SF00005087,2025-09-13 15:57:51,SC003642,withdrawal,2101.35,229263.23,Indore,android,11,13.6,6,0,0,28,0
SF00018207,2025-09-03 18:39:21,SC005864,bill_payment,77.61,215721.28,Bengaluru,mac,,3.2,0,0,0,14,0
SF00006221,2025-08-27 03:16:16,SC000636,transfer,39.84,19646.15,Indore,ios,20,25.6,2,0,1,31,0
SF00006897,2025-03-07 05:37:59,SC004156,deposit,181.73,183953.41,Mumbai,ios,0,5.5,1,1,0,38,0
SF00007671,2025-08-22 12:03:18,SC004430,bill_payment,248.67,315811.22,Hyderabad,other,17,7.9,6,1,0,38,0
SF00010260,2025-02-01 19:16:10,SC003593,bill_payment,64.66,231911.44,Delhi,other,0,11.4,2,0,0,24,0
SF00014393,2025-01-18 13:16:44,SC005588,deposit,118.44,190831.58,Delhi,other,16,3.2,3,1,0,32,0
SF00017644,2025-08-08 08:20:01,SC003948,transfer,326.83,305422.67,Kolkata,mac,8,9.5,3,,0,10,0
SF00009572,2025-05-06 22:15:41,SC001031,purchase,116.63,285566.14,Pune,mac,19,13.1,3,0,0,13,0
SF00015740,2025-08-05 06:29:39,SC000746,purchase,251.69,119434.12,Delhi,android,4,50.1,5,0,0,41,0
SF00003564,2025-04-25 17:11:49,SC000478,purchase,531.59,221912.41,Indore,ios,4,9.2,5,0,0,40,0
SF00017389,2025-10-02 11:37:35,SC000335,bill_payment,101.69,125930.5,Hyderabad,other,13,46.9,6,0,0,23,0
SF00007314,2025-06-14 02:19:28,SC003533,withdrawal,336.65,180281.98,Hyderabad,mac,11,12.4,4,0,0,13,0
SF00004155,2025-03-23 16:35:21,SC001388,bill_payment,172.18,51767.75,Pune,other,0,13,0,0,0,28,0
SF00004822,2025-11-02 07:07:04,SC002274,purchase,223.9,70417.95,Kolkata,mac,10,9.6,3,1,0,29,0
SF00002702,2025-12-07 07:21:12,SC001769,withdrawal,127.21,255662.66,Indore,mac,11,6.5,6,0,0,26,0
SF00013406,2025-12-30 16:23:45,SC002687,withdrawal,260.99,178914.02,Kolkata,android,16,9.1,2,0,0,6,0
SF00006022,2025-06-25 09:04:17,SC000957,bill_payment,40.54,133073.65,Kolkata,mac,13,7.7,5,0,0,24,0
SF00009450,2025-12-23 17:20:14,SC001318,transfer,53.67,106023.3,Delhi,mac,1,14.9,1,0,,25,0
SF00001349,2025-10-12 11:45:09,SC005112,deposit,875.32,262871.25,Pune,ios,22,41.4,1,0,0,18,0
SF00017066,2025-01-04 01:46:24,SC004414,purchase,368.27,71588.52,Kolkata,android,1,20.6,4,0,0,26,0
SF00010770,2025-10-14 00:14:21,SC001873,bill_payment,47.74,43876.15,Chennai,android,15,3.2,3,0,0,10,0
SF00013137,2025-09-23 04:55:31,SC004832,bill_payment,45.29,246112.16,Kolkata, other ,6,4.7,1,0,,17,0
SF00014340,2025-09-04 22:10:35,SC002552,deposit,86.14,203229.02,Kolkata,other,17,5.1,1,0,0,8,0
SF00012411,2025-02-18 13:45:38,SC000914,withdrawal,12.74,201088.34,Delhi,other,17,3,0,1,0,34,0
SF00002306,2025-10-16 14:03:10,SC002837,transfer,45.29,297683.18,Hyderabad,ios,2,17.7,3,0,0,30,0
SF00001887,2025-04-26 07:57:37,SC002416,bill_payment,333.94,21610.78,Bengaluru,other,20,2.1,6,0,0,30,0
SF00009205,2025-02-21 03:07:50,SC002103,purchase,90.57,216247.42,Pune,android,3,2.7,1,0,1,39,0
SF00018104,2025-03-26 17:28:56,SC002127,deposit,117.47,248061.43,Mumbai,android,19,5,3,0,0,19,0
SF00017275,2025-03-13 19:31:32,SC005344,bill_payment,122.1,252596.53,Mumbai,ios,8,7.1,6,1,0,47,1
SF00012238,2025-08-06 12:05:48,,withdrawal,38.32,317524.98,Kolkata,mac,17,6.2,6,0,0,34,0
SF00016589,2025-08-28 17:41:34,SC000325,purchase,95.54,281237.09,Pune,IOS,4,29.4,2,0,0,32,0
SF00017034,2025-10-07 18:31:59,SC000079,bill_payment,56.34,215878.5,Indore,ios,14,7.6,1,0,0,10,0
SF00006823,2025-09-05 21:48:04,SC002646,deposit,112.81,326087.88,Delhi,android,3,7.6,4,0,0,21,0
SF00013942,2025-05-01 11:40:59,SC002686,withdrawal,197.78,236826.5,Delhi,android,11,9,0,1,0,29,0
SF00009325,2025-04-22 23:00:59,SC002382,transfer,535.2,142322.23,Delhi,windows,7,8.3,6,0,0,28,0
SF00019803,2025-06-17 18:01:40,SC003916,transfer,668.65,326973.69,Indore,ios,19,22.8,3,0,0,19,0
SF00016233,2025-07-27 01:23:20,SC001635,deposit,79.46,147373.54,Mumbai,other,13,5.8,2,0,0,15,0
SF00003489,2025-09-17 03:13:19,SC000038,deposit,75.33,234828.46,Indore,other,13,11.5,3,0,,19,0
SF00019276,2025-01-14 21:07:39,SC005409,transfer,105.63,328736.07,Pune,windows,12,5.5,2,0,0,7,0
SF00004282,2025-02-05 15:38:17,SC000366,withdrawal,215.98,78344.54,Indore,other,18,10.5,3,0,1,29,0
SF00004657,2025-02-10 18:20:38,SC004148,deposit,257.98,231167.19,Chennai,windows,13,8.2,6,0,0,30,0
SF00008695,2025-06-11 03:11:03,SC005589,transfer,507.13,307748.28,Indore,windows,23,2.5,2,0,1,21,0
SF00008393,,SC003311,purchase,339.37,63174.14,Kolkata,mac,10,4.2,4,0,0,11,0
SF00002441,2025-06-23 15:53:26,SC000126,purchase,208.78,94862.03,Hyderabad,other,0,0.7,4,0,0,24,0
SF00011967,2025-02-15 05:06:58,SC005619,bill_payment,74.26,,Kolkata,mac,4,8.1,5,0,0,44,0
SF00015780,2025-08-25 20:31:57,SC002982,withdrawal,165.38,298918.33,Chennai,windows,6,4.1,1,0,0,5,0
SF00004412,2025-04-11 00:29:43,SC002614,deposit,51.52,269229.85,Hyderabad,windows,5,0.6,6,0,0,29,0
SF00019935,2025-11-03 20:01:11,SC001652,bill_payment,2337.31,189254.97,Delhi,mac,20,5.6,1,0,0,5,0
SF00000546,2025-05-19 06:02:04,SC005227,bill_payment,964.07,152165.2,Delhi,ios,5,10.4,1,0,0,15,0
SF00014874,2025-10-22 14:22:32,SC002868,deposit,44.64,28720.03,Pune,other,1,23.9,2,0,0,32,0
SF00001480,,SC002523,withdrawal,170.87,329719.36,Chennai,other,23,5.5,2,0,0,11,0
SF00005381,2025-07-03 15:40:54,SC004991,deposit,75.08,188751.31,,other,19,4.8,1,0,0,15,0
SF00013496,2025-02-13 18:58:17,SC004394,deposit,574.76,60083.16,Kolkata,android,6,2.4,2,0,0,14,0
SF00006354,,SC003636,bill_payment,218.7,146072.34,Kolkata,android,4,4.8,1,1,0,46,0
SF00019461,2025-10-16 03:21:56,SC000428,transfer,503.15,21532.2,Chennai,ios,4,7.7,2,0,1,34,0
SF00001276,2025-05-19 11:26:44,SC002472,purchase,419.43,109453.75,Chennai,other,9,9.1,3,0,0,8,0
SF00011654,2025-05-25 07:56:03,SC001322,purchase,201.27,315552.46,Indore,android,20,28.5,1,1,0,34,0
SF00002637,2025-05-06 22:58:07,SC002444,bill_payment,563.1,17361.05,Hyderabad,windows,7,5.3,6,0,0,,0
SF00008844,2025-07-19 08:46:42,SC005096,transfer,832.6,142187.5,Bengaluru,mac,4,47.2,0,0,0,27,0
SF00007860,2025-10-19 00:45:44,SC004948,deposit,127.36,97024.38,Bengaluru, mac ,1,3.3,1,0,0,35,0
SF00015613,20/09/2025,SC005453,purchase,2795.14,12485.84,Mumbai,mac,22,12.8,0,0,0,18,0
SF00001808,2025-04-23 20:53:29,SC005149,bill_payment,799.25,176119.23,Pune,android,1,8.6,1,0,0,25,0
SF00011788,2025-12-24 07:06:38,SC000861,purchase,229.03,171077.18,Hyderabad,other,20,1.9,5,0,0,,0
SF00014303,2025-12-04 10:03:01,SC002316,withdrawal,305.73,132771.03,Chennai,windows,7,3.1,1,0,0,6,0
SF00013669,2025-08-28 11:48:26,SC001445,deposit,389.38,267158.77,Indore,mac,8,2.4,4,0,0,14,0
SF00015335,2025-07-16 03:21:32,SC000361,deposit,210.39,272822.06,Bengaluru,ios,1,9.3,4,0,,29,0
SF00016257,2025-01-01 04:07:11,SC005669,bill_payment,172.54,274147.41,Pune,other,16,14.4,6,0,1,44,0
SF00002007,2025-06-25 14:24:03,SC003494,transfer,106.94,342336.82,Chennai,mac,13,2.6,5,0,0,36,0
SF00015179,2025-09-22 18:38:58,SC005193,deposit,23.78,198129.44,Bengaluru,other,23,24.7,5,0,0,33,0
SF00015593,2025-09-10 09:53:05,SC004691,purchase,51.47,123936.92,Hyderabad,mac,4,40.4,1,1,0,49,0
SF00004721,2025-08-07 23:31:15,SC004753,deposit,334.4,242679.55,Mumbai,mac,,4,4,0,0,14,0
SF00011170,2025-05-02 20:52:49,SC002261,transfer,258.08,306157.21,Delhi,ios,23,2.6,1,0,0,13,0
SF00012592,2025-06-25 01:04:29,SC005660,deposit,326.03,51688.85,Delhi,other,0,6.8,2,0,1,43,0
SF00010871,2025-01-09 02:11:37,SC005344,bill_payment,296.05,335048.14,Bengaluru,ios,18,1.3,1,0,1,20,0
SF00002033,2025-02-12 08:37:09,SC004542,deposit,499.45,50713.04,Pune,windows,18,3.1,2,0,1,30,0
SF00002990,2025-02-16 17:09:12,SC002514,transfer,253.83,28938.56,Chennai,other,21,9.4,5,0,0,26,0
SF00019720,2025-01-17 09:33:29,SC003765,purchase,67.17,7536.17,Hyderabad,windows,14,2,6,0,0,38,0
SF00018694,2025-01-15 06:56:05,SC000149,transfer,194.31,147850.19,Indore,windows,21,4.2,1,0,0,15,0
SF00011776,2025-10-06 04:18:15,SC001575,bill_payment,206.17,250381.42,Pune,mac,11,11.3,5,0,0,36,0
SF00016248,2025-02-02 01:39:41,SC000840,purchase,345.46,191811.39,Mumbai,windows,23,0.9,3,0,0,15,0
SF00005845,2025-07-16 12:53:30,SC000067,bill_payment,243.84,339822.3,Delhi,mac,2,9.8,2,0,0,28,0
SF00019452,2025-11-17 03:45:21,SC003711,withdrawal,138.77,11688.83,Chennai,windows,7,,1,0,0,13,0
SF00010844,2025-04-15 07:52:56,SC001493,withdrawal,78.78,83118.16,Bengaluru,ios,9,7.4,1,0,1,32,0
SF00002937,2025-10-03 18:25:06,SC004703,transfer,142.25,278867.39,Chennai,,3,4.7,3,0,0,27,0
SF00000125,2025-09-14 15:58:24,SC005871,purchase,300.3,209227.16,Chennai,other,16,33.6,4,1,0,23,0
SF00017834,2025-11-11 06:12:07,SC005110,withdrawal,429.25,180748.23,Indore,mac,23,34.7,1,0,1,31,0
SF00000633,2025-03-14 11:40:03,SC004164,transfer,536.62,161614.7,Mumbai,windows,16,4.2,3,0,0,17,0
SF00009811,2025-07-28 02:36:59,SC001194,deposit,129.95,259211.7,Pune,ios,6,7.2,3,0,0,15,0
SF00017224,2025-01-10 23:23:52,SC004101,withdrawal,114.07,269528.9,Kolkata,mac,0,5.9,3,0,0,23,0
SF00000935,2025-10-24 00:13:17,SC001579,transfer,1115.52,149256.4,Hyderabad,other,8,3.2,5,0,0,34,0
SF00014195,2025-12-23 22:28:13,SC004637,withdrawal,139.1,144316.59,Indore,mac,11,66.6,4,0,0,12,0
SF00015402,2025-05-01 16:49:07,SC002987,deposit,104.87,60433.89,Chennai,ios,19,21,5,1,0,45,0
SF00008270,2025-05-12 02:35:51,SC002702,deposit,309.98,36355.83,Hyderabad,ios,16,16.3,1,0,0,7,0
SF00006484,2025-04-25 04:24:14,SC001775,bill_payment,388.89,69430.83,Bengaluru,ios,18,2.3,3,0,0,15,0
SF00006306,2025-04-09 17:38:01,SC003952,deposit,102.82,334009.99,Mumbai,windows,4,4.2,2,0,0,33,0
SF00011609,2025-11-01 19:35:07,SC004318,withdrawal,144.1,101887.66,Indore,android,15,27.9,5,0,0,34,0
SF00005951,2025-04-14 00:26:52,SC004766,deposit,599.98,84224.65,Hyderabad,mac,5,10.9,0,0,0,10,0
SF00013931,2025-03-20 13:11:55,SC001648,bill_payment,140.58,30659.69,Mumbai,ios,23,4.3,2,0,0,16,0
SF00010735,2025-03-28 01:34:36,SC000130,transfer,859.66,161356.65,Kolkata,other,14,26.3,5,0,1,37,0
SF00005303,2025-08-06 14:31:59,SC000511,transfer,170.74,214315.15,Mumbai,mac,14,41.9,0,0,0,16,0
SF00009105,2025-01-02 02:22:39,SC002879,purchase,539.59,292097.95,Bengaluru,windows,10,14,1,0,0,19,0
SF00010301,2025-03-30 22:03:09,SC000293,transfer,460.29,206743.04,Chennai,mac,23,4,1,0,0,9,0
SF00019165,2025-10-14 04:58:06,SC004340,deposit,618.23,34147.51,Bengaluru,other,17,5.1,5,0,0,27,0
SF00009841,2025-08-12 22:21:04,SC005394,deposit,466.8,324215.46,Bengaluru,mac,10,3.4,5,0,1,49,1
SF00000190,2025-04-17 14:48:36,SC001692,deposit,462.07,106601.07,Indore,other,11,47.5,4,0,1,26,0
SF00007501,2025-05-29 21:26:30,SC003050,purchase,479.23,39602.88,Indore,ios,10,31.3,6,1,0,51,0
SF00014236,2025-02-18 13:50:27,SC000148,deposit,1161.31,30780.26,Pune,windows,2,3.2,6,0,0,52,0
SF00014511,2025-01-04 16:17:42,SC004046,deposit,249.5,93386.06,Delhi,other,16,52,2,0,0,15,0
SF00018212,2025-03-07 01:50:03,SC004528,deposit,472.75,347775.76,Mumbai,other,8,18.6,6,0,0,30,0
SF00016274,2025-09-22 13:46:34,SC004461,deposit,56.63,199474.34,Bengaluru,other,11,13.6,3,0,1,21,0
SF00008216,2025-11-20 21:28:53,SC002229,withdrawal,74.49,169213.29,Bengaluru,windows,16,20,1,0,0,12,0
SF00014906,2025-01-19 13:12:58,SC000530,purchase,444.87,205078.24,Bengaluru,windows,23,84.2,3,1,0,22,0
SF00002070,2025-11-13 14:19:11,SC004946,purchase,,303419.02,Indore,windows,7,2.3,1,0,0,10,0
SF00007323,2025-05-13 07:01:51,SC000381,bill_payment,102.92,187115.1,Pune,mac,21,17.8,0,0,0,18,0
SF00016971,2025-05-19 20:50:20,SC004037,purchase,1196.96,128904.55,Hyderabad,mac,17,5.9,2,0,0,14,0
SF00006030,2025-04-17 11:32:02,SC004255,bill_payment,150.14,65801.51,Indore,windows,7,1.8,5,0,1,45,0
SF00011697,2025-10-03 21:42:16,SC003927,withdrawal,127.42,114958.75,Bengaluru,OTHER,11,5.3,3,0,0,13,0
SF00000199,2025-03-16 17:31:50,SC004593,purchase,60.38,222214.72,Chennai,android,20,55.3,4,0,0,10,0
SF00009711,2025-06-08 00:55:54,SC004045,bill_payment,224.67,142759.43,Pune,windows,8,8.6,1,0,0,16,0
SF00003996,2025-02-08 03:46:12,SC005035,bill_payment,270.67,288973.09,Delhi,windows,17,1.4,2,1,0,31,0
SF00002373,2025-08-01 20:21:16,SC004557,deposit,216.18,333934.29,Mumbai,windows,6,22.2,6,0,,52,0
SF00009263,2025-01-08 10:38:44,SC005996,transfer,382.79,330301.86,Indore,other,1,3.9,5,1,1,76,0
SF00018945,2025-06-26 14:43:13,SC002404,purchase,94.4,308374.67,Indore,ios,18,12.3,5,0,1,,0
SF00011973,2025-09-25 23:13:58,SC005364,deposit,316.4,109427.65,Hyderabad,other,21,2.7,5,0,0,38,0
SF00007488,2025-02-02 05:15:14,SC002227,withdrawal,486.81,287717.81,Bengaluru,windows,8,4.7,6,0,0,38,0
SF00012116,2025-03-25 04:06:58,SC001151,deposit,342.41,216790.02,Indore,windows,20,2.6,1,0,1,24,0
SF00019016,2025-09-06 03:28:20,SC004010,purchase,485.95,129616.15,Chennai,mac,8,0.6,2,0,0,19,0
SF00003427,2025-06-05 15:34:00,SC004308,bill_payment,231.16,38097.68,Hyderabad,other,20,24.8,2,0,0,10,0
SF00004629,2025-04-10 21:26:39,SC005096,bill_payment,18940.26,348318.24,Mumbai,other,12,5.5,1,0,0,17,0
SF00002963,2025-05-23 02:39:08,SC000826,bill_payment,125.22,189807.99,Bengaluru,mac,12,10.3,1,0,0,15,0
SF00006802,2025-07-20 20:28:25,SC000649,deposit,227.04,167779.02,Delhi,ios,5,16.7,3,0,0,11,0
SF00016511,2025-10-01 02:44:03,SC004200,purchase,621.89,109467.97,Bengaluru,other,19,8.4,5,0,1,48,0
SF00004210,2025-10-19 20:23:59,SC000696,withdrawal,973.31,233382.95,Pune,mac,8,7.1,1,0,0,7,0
SF00013985,2025-09-09 18:25:33,SC002456,transfer,434.06,43705.6,Hyderabad,ios,7,7.1,1,0,0,15,0
SF00013358,2025-02-17 06:58:09,SC000141,transfer,1118.06,161084.61,Indore,other,20,4,3,1,0,22,0
SF00001396,2025-07-18 23:14:26,SC001624,bill_payment,194.59,180173.4,Delhi,mac,2,27.5,5,0,0,46,1
SF00017070,2025-06-01 10:55:26,SC005920,deposit,447.81,213577.96,Delhi,ios,14,8.4,4,0,0,18,0
SF00000853,2025-07-02 02:44:59,SC004851,deposit,215.7,126861.65,Indore,ios,16,10.5,0,0,0,19,0
SF00011958,2025-03-19 21:51:15,SC005063,purchase,191.17,339985.82,Kolkata,windows,10,4.7,1,1,0,28,0
SF00009186,2025-03-20 23:19:39,SC004471,withdrawal,66.72,108257.57,Indore,mac,3,3.1,6,0,0,,0
SF00011775,2025-08-30 12:32:10,SC000861,withdrawal,46.52,242034.92,Bengaluru,mac,12,9.8,4,0,0,18,0
SF00015119,2025-08-23 03:08:02,SC005703,transfer,132.88,315188.65,Kolkata,android,20,8.4,2,0,0,6,0
SF00012922,2025-12-07 21:42:27,SC003259,purchase,110.9,80793.11,Kolkata,other,19,11.5,6,0,0,37,0
SF00010658,2025-06-07 07:17:42,SC004240,purchase,261.82,287501.91,Hyderabad,other,18,7.6,6,0,0,31,0
SF00012528,2025-12-29 06:20:07,SC002179,deposit,1185.78,81838.32,Chennai,ios,0,6.2,1,0,0,25,0
SF00009342,2025-01-11 23:53:13,SC001415,deposit,236.18,144944.32,Delhi,mac,1,6.2,3,0,0,27,0
SF00004725,2025-01-02 16:29:06,SC002993,bill_payment,277.47,273632.74,Kolkata,android,3,3.6,3,0,0,33,0
SF00000631,2025-12-30 11:24:00,SC005382,purchase,1004.52,218802.49,Kolkata,other,13,7.1,2,1,1,37,0
SF00011208,2025-03-09 23:42:28,SC003584,deposit,358.98,235818.01,Mumbai,mac,8,10.6,2,1,1,43,0
